,Rank,Hotel Name,Rate,Site Link
146,147,Downtown LA Stylish,0 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d22832752-Reviews-Downtown_LA_Stylish-Los_Angeles_California.html
147,148,Budget Inn,0 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d8693946-Reviews-Budget_Inn-Los_Angeles_California.html
148,149,Sportsmen's Lodge Hotel,3.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d78688-Reviews-Sportsmen_s_Lodge_Hotel-Los_Angeles_California.html
149,150,8th and Ardmore,5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d19105114-Reviews-8th_and_Ardmore-Los_Angeles_California.html
150,151,Foxy's Motor Inn,1.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d8010210-Reviews-Foxy_s_Motor_Inn-Los_Angeles_California.html
151,152,MY Sunshine Hotel,2.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d13557081-Reviews-MY_Sunshine_Hotel-Los_Angeles_California.html
152,153,Satellite Motel,1 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d1645323-Reviews-Satellite_Motel-Los_Angeles_California.html
153,154,Budget Motel LAX,2 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d4886015-Reviews-Budget_Motel_LAX-Los_Angeles_California.html
154,155,Central Inn Motel,2 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d8669395-Reviews-Central_Inn_Motel-Los_Angeles_California.html
155,156,Paradise Inn & Suites,2.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d613619-Reviews-Paradise_Inn_Suites-Los_Angeles_California.html
156,157,Sandpiper Motel,2.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d2505057-Reviews-Sandpiper_Motel-Los_Angeles_California.html
157,158,Americas Best Value Inn Los Angeles at S Alvarado St,2 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d282463-Reviews-Americas_Best_Value_Inn_Los_Angeles_at_S_Alvarado_St-Los_Angeles_California.html
158,159,Marina Seven Motel,2 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d575416-Reviews-Marina_Seven_Motel-Los_Angeles_California.html
159,160,Rodeway Inn near Venice Beach,2.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d84365-Reviews-Rodeway_Inn_near_Venice_Beach-Los_Angeles_California.html
160,161,StaySober Lodging for Recovery,0 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d23248803-Reviews-StaySober_Lodging_for_Recovery-Los_Angeles_California.html
161,162,Tripper Hollywood Hostel,0 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d23246332-Reviews-Tripper_Hollywood_Hostel-Los_Angeles_California.html
162,163,The Haas Building,0 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d21397769-Reviews-The_Haas_Building-Los_Angeles_California.html
163,164,Super 8 by Wyndham North Hollywood,0 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d21091793-Reviews-Super_8_by_Wyndham_North_Hollywood-Los_Angeles_California.html
164,165,Tripper Beverly Hills Hostel,0 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d23243328-Reviews-Tripper_Beverly_Hills_Hostel-Los_Angeles_California.html
165,166,Pine Tree Inn,0 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d15114767-Reviews-Pine_Tree_Inn-Los_Angeles_California.html
166,167,An Oasis of Comfort Hotel Style Suite,0 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d21491088-Reviews-An_Oasis_of_Comfort_Hotel_Style_Suite-Los_Angeles_California.html
167,168,Dusk Hotel,0 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d23206287-Reviews-Dusk_Hotel-Los_Angeles_California.html
168,169,Large Hotel Suite,0 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d21509383-Reviews-Large_Hotel_Suite-Los_Angeles_California.html
169,170,Magic USC Medical School Guest House,0 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d21152438-Reviews-Magic_USC_Medical_School_Guest_House-Los_Angeles_California.html
170,171,Warm Unit W-Private Bath-C04,0 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d23281912-Reviews-Warm_Unit_W_Private_Bath_C04-Los_Angeles_California.html
171,172,Hollywood Hills Private Room Available,0 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d17612892-Reviews-Hollywood_Hills_Private_Room_Available-Los_Angeles_California.html
172,173,Skyways Hotel,0 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d23343118-Reviews-Skyways_Hotel-Los_Angeles_California.html
173,174,LEVEL Downtown Los Angeles,0 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d22964566-Reviews-LEVEL_Downtown_Los_Angeles-Los_Angeles_California.html
174,175,Blossomwell Stays,0 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d23322573-Reviews-Blossomwell_Stays-Los_Angeles_California.html
175,176,Harbor Inn,0 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d226151-Reviews-Harbor_Inn-Los_Angeles_California.html
176,177,Valley Village Studio City Guest House,0 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d20283720-Reviews-Valley_Village_Studio_City_Guest_House-Los_Angeles_California.html
177,178,Venice V Hotel,0 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d23316938-Reviews-Venice_V_Hotel-Los_Angeles_California.html
178,179,Erth Inn by Aga Los Angeles,0 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d21311283-Reviews-Erth_Inn_by_Aga_Los_Angeles-Los_Angeles_California.html
179,180,Venice Beach Hostel and Hotel,2.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d119372-Reviews-Venice_Beach_Hostel_and_Hotel-Los_Angeles_California.html
180,181,Hilton Los Angeles/Universal City,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d78694-Reviews-Hilton_Los_Angeles_Universal_City-Los_Angeles_California.html
181,182,Loews Hollywood Hotel,4.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d224168-Reviews-Loews_Hollywood_Hotel-Los_Angeles_California.html
182,183,Hotel Normandie,4.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d1632207-Reviews-Hotel_Normandie-Los_Angeles_California.html
183,184,Hyatt Regency Los Angeles International Airport,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d223049-Reviews-Hyatt_Regency_Los_Angeles_International_Airport-Los_Angeles_California.html
184,185,InterContinental Los Angeles Downtown,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d8678267-Reviews-InterContinental_Los_Angeles_Downtown-Los_Angeles_California.html
185,186,Omni Los Angeles at California Plaza,4.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d77804-Reviews-Omni_Los_Angeles_at_California_Plaza-Los_Angeles_California.html
186,187,JW Marriott Los Angeles L.A. LIVE,4.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d1100791-Reviews-JW_Marriott_Los_Angeles_L_A_LIVE-Los_Angeles_California.html
187,188,Lexen Hotel - North Hollywood,4.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d13312797-Reviews-Lexen_Hotel_North_Hollywood-Los_Angeles_California.html
188,189,"H Hotel Los Angeles, Curio Collection by Hilton",4.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d12862190-Reviews-H_Hotel_Los_Angeles_Curio_Collection_by_Hilton-Los_Angeles_California.html
189,190,The Los Angeles Athletic Club Hotel,4.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d119421-Reviews-The_Los_Angeles_Athletic_Club_Hotel-Los_Angeles_California.html
190,191,Residence Inn by Marriott Los Angeles LAX,4.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d7389126-Reviews-Residence_Inn_by_Marriott_Los_Angeles_LAX-Los_Angeles_California.html
191,192,Holiday Inn Express Hotel & Suites Hollywood Hotel Walk of Fame,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d1049387-Reviews-Holiday_Inn_Express_Hotel_Suites_Hollywood_Hotel_Walk_of_Fame-Los_Angeles_California.html
192,193,Hampton Inn & Suites Los Angeles Hollywood,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d223044-Reviews-Hampton_Inn_Suites_Los_Angeles_Hollywood-Los_Angeles_California.html
193,194,Sofitel Los Angeles at Beverly Hills,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d76083-Reviews-Sofitel_Los_Angeles_at_Beverly_Hills-Los_Angeles_California.html
194,195,Homewood Suites by Hilton Los Angeles International Airport,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d12631366-Reviews-Homewood_Suites_by_Hilton_Los_Angeles_International_Airport-Los_Angeles_California.html
195,196,DoubleTree by Hilton Hotel San Pedro - Port of Los Angeles,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d81761-Reviews-DoubleTree_by_Hilton_Hotel_San_Pedro_Port_of_Los_Angeles-Los_Angeles_California.html
196,197,Holiday Inn Express North Hollywood - Burbank Area,4.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d4778089-Reviews-Holiday_Inn_Express_North_Hollywood_Burbank_Area-Los_Angeles_California.html
197,198,Mama Shelter Los Angeles,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d8000383-Reviews-Mama_Shelter_Los_Angeles-Los_Angeles_California.html
198,199,Holiday Inn Express West Los Angeles,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d82650-Reviews-Holiday_Inn_Express_West_Los_Angeles-Los_Angeles_California.html
199,200,Ace Hotel Downtown Los Angeles,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d5418166-Reviews-Ace_Hotel_Downtown_Los_Angeles-Los_Angeles_California.html
200,201,Venice Suites,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d1141014-Reviews-Venice_Suites-Los_Angeles_California.html
201,202,"SLS Hotel, a Luxury Collection Hotel, Beverly Hills",4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d84463-Reviews-SLS_Hotel_a_Luxury_Collection_Hotel_Beverly_Hills-Los_Angeles_California.html
202,203,Venice On The Beach Hotel,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d507339-Reviews-Venice_On_The_Beach_Hotel-Los_Angeles_California.html
203,204,W Los Angeles - West Beverly Hills,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d77700-Reviews-W_Los_Angeles_West_Beverly_Hills-Los_Angeles_California.html
204,205,Courtyard by Marriott Los Angeles L.A. LIVE,4.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d6434667-Reviews-Courtyard_by_Marriott_Los_Angeles_L_A_LIVE-Los_Angeles_California.html
205,206,Residence Inn by Marriott Beverly Hills,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d84453-Reviews-Residence_Inn_by_Marriott_Beverly_Hills-Los_Angeles_California.html
206,207,The Carlyle Inn,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d84555-Reviews-The_Carlyle_Inn-Los_Angeles_California.html
207,208,Orange Drive Hostel,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d531044-Reviews-Orange_Drive_Hostel-Los_Angeles_California.html
208,209,Courtyard Los Angeles Sherman Oaks,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d82150-Reviews-Courtyard_Los_Angeles_Sherman_Oaks-Los_Angeles_California.html
209,210,Venice Breeze Suites,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d1217114-Reviews-Venice_Breeze_Suites-Los_Angeles_California.html
210,211,Best Western Plus Hollywood Hills Hotel,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d77243-Reviews-Best_Western_Plus_Hollywood_Hills_Hotel-Los_Angeles_California.html
211,212,Warner Center Marriott Woodland Hills,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d82689-Reviews-Warner_Center_Marriott_Woodland_Hills-Los_Angeles_California.html
212,213,Beverly Laurel Motor Hotel,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d82578-Reviews-Beverly_Laurel_Motor_Hotel-Los_Angeles_California.html
213,214,Los Angeles Airport Marriott,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d78037-Reviews-Los_Angeles_Airport_Marriott-Los_Angeles_California.html
214,215,Wilshire Crest Hotel,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d274223-Reviews-Wilshire_Crest_Hotel-Los_Angeles_California.html
215,216,Royal Palace Westwood,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d82636-Reviews-Royal_Palace_Westwood-Los_Angeles_California.html
216,217,"The Westin Bonaventure Hotel & Suites, Los Angeles",4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d77874-Reviews-The_Westin_Bonaventure_Hotel_Suites_Los_Angeles-Los_Angeles_California.html
217,218,Best Western Los Angeles Worldport Hotel,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d81120-Reviews-Best_Western_Los_Angeles_Worldport_Hotel-Los_Angeles_California.html
218,219,Miyako Hotel Los Angeles,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d223046-Reviews-Miyako_Hotel_Los_Angeles-Los_Angeles_California.html
219,220,USC Hotel,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d77844-Reviews-USC_Hotel-Los_Angeles_California.html
220,221,Millennium Biltmore Los Angeles,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d77866-Reviews-Millennium_Biltmore_Los_Angeles-Los_Angeles_California.html
221,222,Beverly Hills Marriott,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d76061-Reviews-Beverly_Hills_Marriott-Los_Angeles_California.html
222,223,Hilton Garden Inn Los Angeles Hollywood,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d77264-Reviews-Hilton_Garden_Inn_Los_Angeles_Hollywood-Los_Angeles_California.html
223,224,Su Casa Venice Beach,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d666004-Reviews-Su_Casa_Venice_Beach-Los_Angeles_California.html
224,225,Holiday Inn Express Los Angeles-LAX Airport,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d77931-Reviews-Holiday_Inn_Express_Los_Angeles_LAX_Airport-Los_Angeles_California.html
225,226,Freehand Los Angeles,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d11894770-Reviews-Freehand_Los_Angeles-Los_Angeles_California.html
226,227,Samesun Hollywood,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d119471-Reviews-Samesun_Hollywood-Los_Angeles_California.html
227,228,DoubleTree by Hilton Hotel Los Angeles Downtown,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d77714-Reviews-DoubleTree_by_Hilton_Hotel_Los_Angeles_Downtown-Los_Angeles_California.html
228,229,Beverly Hills Plaza Hotel,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d223013-Reviews-Beverly_Hills_Plaza_Hotel-Los_Angeles_California.html
229,230,Hotel Aventura,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d8607570-Reviews-Hotel_Aventura-Los_Angeles_California.html
230,231,SureStay Collection by Best Western Sunset West Hotel,3.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d119454-Reviews-SureStay_Collection_by_Best_Western_Sunset_West_Hotel-Los_Angeles_California.html
231,232,Best Western Plus Glendale,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d76790-Reviews-Best_Western_Plus_Glendale-Los_Angeles_California.html
232,233,Hollywood Inn Suites Hotel,4.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d13406175-Reviews-Hollywood_Inn_Suites_Hotel-Los_Angeles_California.html
233,234,Courtyard Los Angeles Century City/Beverly Hills,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d119483-Reviews-Courtyard_Los_Angeles_Century_City_Beverly_Hills-Los_Angeles_California.html
234,235,Best Western Plus LA Mid-Town Hotel,3.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d77740-Reviews-Best_Western_Plus_LA_Mid_Town_Hotel-Los_Angeles_California.html
235,236,Comfort Inn Near Old Town Pasadena in Eagle Rock Los Angeles,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d76793-Reviews-Comfort_Inn_Near_Old_Town_Pasadena_in_Eagle_Rock_Los_Angeles-Los_Angeles_California.html
236,237,Best Western Hollywood Plaza Inn-Hollywood Walk of Fame Hotel,3.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d77247-Reviews-Best_Western_Hollywood_Plaza_Inn_Hollywood_Walk_of_Fame_Hotel-Los_Angeles_California.html
237,238,Courtyard Los Angeles Woodland Hills,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d82682-Reviews-Courtyard_Los_Angeles_Woodland_Hills-Los_Angeles_California.html
238,239,Luxe City Center Hotel,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d77787-Reviews-Luxe_City_Center_Hotel-Los_Angeles_California.html
239,240,Villa Brasil Motel,4.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d657068-Reviews-Villa_Brasil_Motel-Los_Angeles_California.html
240,241,The Wayfarer Downtown LA,4.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d19120404-Reviews-The_Wayfarer_Downtown_LA-Los_Angeles_California.html
241,242,Hilton Los Angeles Airport,3.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d84167-Reviews-Hilton_Los_Angeles_Airport-Los_Angeles_California.html
242,243,La Quinta Inn & Suites by Wyndham Lax,3.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d84182-Reviews-La_Quinta_Inn_Suites_by_Wyndham_Lax-Los_Angeles_California.html
243,244,The Dixie Hollywood,3.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d239812-Reviews-The_Dixie_Hollywood-Los_Angeles_California.html
244,245,Hollywood Hills Hotel,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d272703-Reviews-Hollywood_Hills_Hotel-Los_Angeles_California.html
245,246,Holiday Inn Express Hotel & Suites Woodland Hills,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d1197096-Reviews-Holiday_Inn_Express_Hotel_Suites_Woodland_Hills-Los_Angeles_California.html
246,247,Wilshire Motel,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d1528623-Reviews-Wilshire_Motel-Los_Angeles_California.html
247,248,O Hotel,3.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d650376-Reviews-O_Hotel-Los_Angeles_California.html
248,249,Crowne Plaza Los Angeles Harbor Hotel,3.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d81765-Reviews-Crowne_Plaza_Los_Angeles_Harbor_Hotel-Los_Angeles_California.html
249,250,Hyatt House LA - University Medical Center,4.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d21343089-Reviews-Hyatt_House_LA_University_Medical_Center-Los_Angeles_California.html
250,251,Studio City Court Yard Hotel,3.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d84428-Reviews-Studio_City_Court_Yard_Hotel-Los_Angeles_California.html
251,252,Mikado Hotel,3.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d78679-Reviews-Mikado_Hotel-Los_Angeles_California.html
252,253,"Tilt Hotel Universal / Hollywood, an Ascend Hotel Collection Member",3.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d240875-Reviews-Tilt_Hotel_Universal_Hollywood_an_Ascend_Hotel_Collection_Member-Los_Angeles_California.html
253,254,Travelodge by Wyndham Hollywood-Vermont/Sunset,3.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d77282-Reviews-Travelodge_by_Wyndham_Hollywood_Vermont_Sunset-Los_Angeles_California.html
254,255,Metro Plaza Hotel,3.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d77829-Reviews-Metro_Plaza_Hotel-Los_Angeles_California.html
255,256,Comfort Inn & Suites Near Universal - N. Hollywood - Burbank,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d632541-Reviews-Comfort_Inn_Suites_Near_Universal_N_Hollywood_Burbank-Los_Angeles_California.html
256,257,SureStay Hotel by Best Western Beverly Hills West LA,3.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d84529-Reviews-SureStay_Hotel_by_Best_Western_Beverly_Hills_West_LA-Los_Angeles_California.html
257,258,Knights Inn Los Angeles Central/Convention Center Area,3.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d589309-Reviews-Knights_Inn_Los_Angeles_Central_Convention_Center_Area-Los_Angeles_California.html
258,259,Hotel Mariposa,5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d19899450-Reviews-Hotel_Mariposa-Los_Angeles_California.html
259,260,Holiday Inn Los Angeles - LAX Airport,3.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d77923-Reviews-Holiday_Inn_Los_Angeles_LAX_Airport-Los_Angeles_California.html
260,261,Quality Inn Near Hollywood Walk Of Fame,3.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d84515-Reviews-Quality_Inn_Near_Hollywood_Walk_Of_Fame-Los_Angeles_California.html
261,262,Holiday Inn Express - Los Angeles Downtown West,3.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d84286-Reviews-Holiday_Inn_Express_Los_Angeles_Downtown_West-Los_Angeles_California.html
262,263,PodShare Venice,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d12414225-Reviews-PodShare_Venice-Los_Angeles_California.html
263,264,Hotel Hwood,3.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d77277-Reviews-Hotel_Hwood-Los_Angeles_California.html
264,265,Hollywood La Brea Motel,3 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d3364389-Reviews-Hollywood_La_Brea_Motel-Los_Angeles_California.html
265,266,Rodeway Inn Convention Center,3.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d223042-Reviews-Rodeway_Inn_Convention_Center-Los_Angeles_California.html
266,267,Hometel Suites,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d6220094-Reviews-Hometel_Suites-Los_Angeles_California.html
267,268,Motel 6 Los Angeles - Hollywood,3.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d240151-Reviews-Motel_6_Los_Angeles_Hollywood-Los_Angeles_California.html
268,269,The Lexmar - Dodger Stadium / Hollywood,3.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d553344-Reviews-The_Lexmar_Dodger_Stadium_Hollywood-Los_Angeles_California.html
269,270,American Hotel,3.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d11728963-Reviews-American_Hotel-Los_Angeles_California.html
270,271,Motel 6 Canoga Park,3 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d313508-Reviews-Motel_6_Canoga_Park-Los_Angeles_California.html
271,272,Rotex Plaza Hotel,3 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d223050-Reviews-Rotex_Plaza_Hotel-Los_Angeles_California.html
272,273,L.A. Sky Boutique Hotel,3 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d119414-Reviews-L_A_Sky_Boutique_Hotel-Los_Angeles_California.html
273,274,Vagabond Inn Sylmar,3.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d82304-Reviews-Vagabond_Inn_Sylmar-Los_Angeles_California.html
274,275,Pacific Inn and Suites,3 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d266004-Reviews-Pacific_Inn_and_Suites-Los_Angeles_California.html
275,276,Holiday Lodge,3 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d8073001-Reviews-Holiday_Lodge-Los_Angeles_California.html
276,277,Travelodge by Wyndham Sylmar CA,3 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d634746-Reviews-Travelodge_by_Wyndham_Sylmar_CA-Los_Angeles_California.html
277,278,Las Palmas Hotel,3.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d15518157-Reviews-Las_Palmas_Hotel-Los_Angeles_California.html
278,279,JJ Grand Hotel,3 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d939204-Reviews-JJ_Grand_Hotel-Los_Angeles_California.html
279,280,Mid City Inn,5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d12842399-Reviews-Mid_City_Inn-Los_Angeles_California.html
280,281,Dunes Inn - Wilshire,3 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d77717-Reviews-Dunes_Inn_Wilshire-Los_Angeles_California.html
281,282,Hollywood VIP Hotel,3 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d119422-Reviews-Hollywood_VIP_Hotel-Los_Angeles_California.html
282,283,Kawada Hotel,3 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d77809-Reviews-Kawada_Hotel-Los_Angeles_California.html
283,284,Casa Bella Inn,3 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d3199519-Reviews-Casa_Bella_Inn-Los_Angeles_California.html
284,285,Le Bon Hotel,3 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d5598088-Reviews-Le_Bon_Hotel-Los_Angeles_California.html
285,286,Hollywood Guest Inn,3 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d119477-Reviews-Hollywood_Guest_Inn-Los_Angeles_California.html
286,287,Budget Inn,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d16760649-Reviews-Budget_Inn-Los_Angeles_California.html
287,288,Hollywood Budget Guest Rooms,3 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d19105092-Reviews-Hollywood_Budget_Guest_Rooms-Los_Angeles_California.html
288,289,Woodland Hills Calabasas Guesthouses,3 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d11732188-Reviews-Woodland_Hills_Calabasas_Guesthouses-Los_Angeles_California.html
289,290,Studio City Inn,3 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d9980207-Reviews-Studio_City_Inn-Los_Angeles_California.html
